sentence,emotion
This situation fills me with disapproval.,disapproval
This situation fills me with excitement.,excitement
Something happened and now I'm overwhelmed with realization.,realization
Something happened and now I'm overwhelmed with sadness.,sadness
This situation fills me with confusion.,confusion
"Honestly, my reaction right now is pure gratitude.",gratitude
It's strange how much sadness this made me feel.,sadness
Something happened and now I'm overwhelmed with nervousness.,nervousness
"Honestly, my reaction right now is pure nervousness.",nervousness
"I can't explain it, but there's a lot of joy inside me.",joy
I didn't expect to experience love today.,love
I suddenly felt a strong sense of relief.,relief
I didn't expect to experience disapproval today.,disapproval
I suddenly felt a strong sense of anger.,anger
My heart is full of realization at the moment.,realization
I didn't expect to experience caring today.,caring
This situation fills me with admiration.,admiration
I suddenly felt a strong sense of remorse.,remorse
My heart is full of annoyance at the moment.,annoyance
This situation fills me with amusement.,amusement
Something happened and now I'm overwhelmed with disapproval.,disapproval
It's strange how much gratitude this made me feel.,gratitude
It's strange how much sadness this made me feel.,sadness
This situation fills me with excitement.,excitement
"Honestly, my reaction right now is pure pride.",pride
It's strange how much pride this made me feel.,pride
I didn't expect to experience disappointment today.,disappointment
I didn't expect to experience grief today.,grief
I didn't expect to experience nervousness today.,nervousness
It's strange how much gratitude this made me feel.,gratitude
It's strange how much approval this made me feel.,approval
I suddenly felt a strong sense of surprise.,surprise
I suddenly felt a strong sense of joy.,joy
This situation fills me with disapproval.,disapproval
I suddenly felt a strong sense of curiosity.,curiosity
I suddenly felt a strong sense of caring.,caring
I didn't expect to experience desire today.,desire
This situation fills me with joy.,joy
My heart is full of excitement at the moment.,excitement
"Honestly, my reaction right now is pure desire.",desire
I suddenly felt a strong sense of amusement.,amusement
My heart is full of anger at the moment.,anger
"I can't explain it, but there's a lot of caring inside me.",caring
This situation fills me with nervousness.,nervousness
"I can't explain it, but there's a lot of disgust inside me.",disgust
This situation fills me with joy.,joy
This situation fills me with pride.,pride
I didn't expect to experience anger today.,anger
"Honestly, my reaction right now is pure gratitude.",gratitude
This situation fills me with remorse.,remorse
I didn't expect to experience relief today.,relief
It's strange how much grief this made me feel.,grief
Something happened and now I'm overwhelmed with curiosity.,curiosity
My heart is full of gratitude at the moment.,gratitude
I suddenly felt a strong sense of anger.,anger
My heart is full of optimism at the moment.,optimism
This situation fills me with amusement.,amusement
"I can't explain it, but there's a lot of pride inside me.",pride
I didn't expect to experience embarrassment today.,embarrassment
My heart is full of amusement at the moment.,amusement
It's strange how much gratitude this made me feel.,gratitude
Something happened and now I'm overwhelmed with joy.,joy
It's strange how much confusion this made me feel.,confusion
"I can't explain it, but there's a lot of annoyance inside me.",annoyance
This situation fills me with disappointment.,disappointment
I didn't expect to experience optimism today.,optimism
It's strange how much annoyance this made me feel.,annoyance
This situation fills me with annoyance.,annoyance
"Honestly, my reaction right now is pure disapproval.",disapproval
My heart is full of excitement at the moment.,excitement
"I can't explain it, but there's a lot of anger inside me.",anger
I didn't expect to experience optimism today.,optimism
"Honestly, my reaction right now is pure realization.",realization
My heart is full of admiration at the moment.,admiration
I didn't expect to experience disappointment today.,disappointment
"Honestly, my reaction right now is pure disappointment.",disappointment
I suddenly felt a strong sense of grief.,grief
It's strange how much surprise this made me feel.,surprise
I suddenly felt a strong sense of joy.,joy
This situation fills me with embarrassment.,embarrassment
This situation fills me with confusion.,confusion
Something happened and now I'm overwhelmed with annoyance.,annoyance
I suddenly felt a strong sense of joy.,joy
Something happened and now I'm overwhelmed with amusement.,amusement
It's strange how much fear this made me feel.,fear
I suddenly felt a strong sense of nervousness.,nervousness
It's strange how much nervousness this made me feel.,nervousness
My heart is full of admiration at the moment.,admiration
I suddenly felt a strong sense of desire.,desire
It's strange how much remorse this made me feel.,remorse
This situation fills me with disgust.,disgust
I suddenly felt a strong sense of disapproval.,disapproval
"Honestly, my reaction right now is pure grief.",grief
It's strange how much surprise this made me feel.,surprise
I didn't expect to experience realization today.,realization
This situation fills me with embarrassment.,embarrassment
It's strange how much love this made me feel.,love
Something happened and now I'm overwhelmed with disapproval.,disapproval
I suddenly felt a strong sense of excitement.,excitement
My heart is full of embarrassment at the moment.,embarrassment
My heart is full of disapproval at the moment.,disapproval
This situation fills me with excitement.,excitement
Something happened and now I'm overwhelmed with curiosity.,curiosity
"I can't explain it, but there's a lot of caring inside me.",caring
"I can't explain it, but there's a lot of approval inside me.",approval
"Honestly, my reaction right now is pure surprise.",surprise
My heart is full of relief at the moment.,relief
My heart is full of disappointment at the moment.,disappointment
"I can't explain it, but there's a lot of surprise inside me.",surprise
My heart is full of disapproval at the moment.,disapproval
"I can't explain it, but there's a lot of desire inside me.",desire
It's strange how much disgust this made me feel.,disgust
My heart is full of realization at the moment.,realization
I suddenly felt a strong sense of realization.,realization
This situation fills me with embarrassment.,embarrassment
